#   xsum       ysum
#
3000	1.69202E-10
3005	1.69938E-10
3010	1.73256E-10
3015	1.78817E-10
3020	1.86277E-10
3025	1.95301E-10
3030	2.05549E-10
3035	2.16682E-10
3040	2.28363E-10
3045	2.40248E-10
3050	2.51998E-10
3055	2.63335E-10
3060	2.74188E-10
3065	2.84541E-10
3070	2.94386E-10
3075	3.03708E-10
3080	3.12492E-10
3085	3.20725E-10
3090	3.28399E-10
3095	3.35492E-10
3100	3.42E-10
3105	3.47928E-10
3110	3.53388E-10
3115	3.5851E-10
3120	3.63425E-10
3125	3.68267E-10
3130	3.73168E-10
3135	3.78261E-10
3140	3.83676E-10
3145	3.89543E-10
3150	3.96E-10
3155	4.03108E-10
3160	4.27926E-10
3165	4.69181E-10
3170	4.91785E-10
3175	4.84257E-10
3180	4.64128E-10
3185	4.52396E-10
3190	4.54937E-10
3195	4.70633E-10
3200	5.17496E-10
3205	5.18829E-10
3210	4.90729E-10
3215	4.41383E-10
3220	3.94164E-10
3225	3.73215E-10
3230	3.90563E-10
3235	4.46403E-10
3240	5.05779E-10
3245	5.38329E-10
3250	5.67235E-10
3255	6.1449E-10
3260	6.43817E-10
3265	6.23188E-10
3270	5.95839E-10
3275	6.07687E-10
3280	6.40089E-10
3285	6.65844E-10
3290	6.88081E-10
3295	7.1034E-10
3300	7.07433E-10
3305	6.61589E-10
3310	6.13354E-10
3315	6.03095E-10
3320	6.12087E-10
3325	6.13837E-10
3330	6.09833E-10
3335	6.07052E-10
3340	6.06392E-10
3345	6.05499E-10
3350	5.95062E-10
3355	5.68912E-10
3360	5.4034E-10
3365	5.25795E-10
3370	5.34855E-10
3375	5.70502E-10
3380	6.16247E-10
3385	6.53759E-10
3390	6.76821E-10
3395	6.84858E-10
3400	6.87674E-10
3405	6.94466E-10
3410	7.01592E-10
3415	7.0226E-10
3420	6.89994E-10
3425	6.61506E-10
3430	6.25979E-10
3435	5.95984E-10
3440	5.85218E-10
3445	6.0234E-10
3450	6.34735E-10
3455	6.64537E-10
3460	6.74124E-10
3465	6.54395E-10
3470	6.30092E-10
3475	6.27057E-10
3480	6.41704E-10
3485	6.6474E-10
3490	6.93464E-10
3495	7.26737E-10
3500	7.63026E-10
3505	7.95053E-10
3510	7.92846E-10
3515	7.39689E-10
3520	6.94521E-10
3525	7.13589E-10
3530	7.66685E-10
3535	8.07065E-10
3540	8.08314E-10
3545	7.59625E-10
3550	6.92361E-10
3555	6.39864E-10
3560	6.01248E-10
3565	5.682E-10
3570	5.36971E-10
3575	5.12233E-10
3580	5.27762E-10
3585	6.07626E-10
3590	7.07952E-10
3595	7.76482E-10
3600	7.95369E-10
3605	7.68943E-10
3610	7.55828E-10
3615	8.04622E-10
3620	8.69512E-10
3625	8.96755E-10
3630	8.95347E-10
3635	8.91234E-10
3640	9.15399E-10
3645	9.86638E-10
3650	1.06994E-09
3655	1.12433E-09
3660	1.13884E-09
3665	1.11549E-09
3670	1.0783E-09
3675	1.05296E-09
3680	1.04995E-09
3685	1.06905E-09
3690	1.08244E-09
3695	1.06379E-09
3700	1.02021E-09
3705	9.67587E-10
3710	9.23327E-10
3715	8.95241E-10
3720	8.51246E-10
3725	7.66453E-10
3730	6.84778E-10
3735	6.54141E-10
3740	6.69706E-10
3745	7.14769E-10
3750	7.77938E-10
3755	8.49064E-10
3760	9.177E-10
3765	9.74383E-10
3770	1.01394E-09
3775	1.02987E-09
3780	1.0061E-09
3785	9.36761E-10
3790	8.66481E-10
3795	8.362E-10
3800	8.21636E-10
3805	7.87452E-10
3810	7.19241E-10
3815	6.18476E-10
3820	5.29196E-10
3825	4.9327E-10
3830	5.01339E-10
3835	5.31417E-10
3840	5.62193E-10
3845	5.76538E-10
3850	5.73329E-10
3855	5.59412E-10
3860	5.57459E-10
3865	5.86495E-10
3870	6.35148E-10
3875	6.91624E-10
3880	7.72831E-10
3885	8.90682E-10
3890	1.00846E-09
3895	1.08639E-09
3900	1.1211E-09
3905	1.06499E-09
3910	1.04408E-09
3915	9.87719E-10
3920	8.86856E-10
3925	7.54757E-10
3930	6.49436E-10
3935	6.36658E-10
3940	7.24058E-10
3945	8.70891E-10
3950	9.92849E-10
3955	1.0133E-09
3960	9.57474E-10
3965	9.05892E-10
3970	9.31425E-10
3975	1.0797E-09
3980	1.31121E-09
3985	1.54407E-09
3990	1.72707E-09
3995	1.83746E-09
4000	1.8891E-09
4005	1.91934E-09
4010	1.95073E-09
4015	1.98749E-09
4020	2.02465E-09
4025	2.0469E-09
4030	2.03631E-09
4035	1.99306E-09
4040	1.94529E-09
4045	1.91963E-09
4050	1.90929E-09
4055	1.89369E-09
4060	1.8672E-09
4065	1.83942E-09
4070	1.83365E-09
4075	1.87347E-09
4080	1.95183E-09
4085	2.03762E-09
4090	2.1002E-09
4095	2.11662E-09
4100	2.08901E-09
4105	2.04277E-09
4110	2.00144E-09
4115	1.97693E-09
4120	1.96808E-09
4125	1.96027E-09
4130	1.94084E-09
4135	1.91057E-09
4140	1.87551E-09
4145	1.84597E-09
4150	1.8392E-09
4155	1.85656E-09
4160	1.86848E-09
4165	1.85362E-09
4170	1.82992E-09
4175	1.82329E-09
4180	1.84046E-09
4185	1.8735E-09
4190	1.90857E-09
4195	1.93914E-09
4200	1.9723E-09
4205	2.01891E-09
4210	2.07622E-09
4215	2.12723E-09
4220	2.15831E-09
4225	2.16651E-09
4230	2.16806E-09
4235	2.19E-09
4240	2.23252E-09
4245	2.27612E-09
4250	2.31121E-09
4255	2.32444E-09
4260	2.30127E-09
4265	2.25318E-09
4270	2.20647E-09
4275	2.17813E-09
4280	2.16367E-09
4285	2.13169E-09
4290	2.04348E-09
4295	1.90417E-09
4300	1.8111E-09
4305	1.86423E-09
4310	2.04058E-09
4315	2.26035E-09
4320	2.45142E-09
4325	2.55952E-09
4330	2.60346E-09
4335	2.63298E-09
4340	2.65675E-09
4345	2.67438E-09
4350	2.70233E-09
4355	2.73961E-09
4360	2.75649E-09
4365	2.7276E-09
4370	2.64795E-09
4375	2.53504E-09
4380	2.44326E-09
4385	2.41795E-09
4390	2.44835E-09
4395	2.50757E-09
4400	2.57495E-09
4405	2.63504E-09
4410	2.6916E-09
4415	2.74911E-09
4420	2.79238E-09
4425	2.81405E-09
4430	2.83797E-09
4435	2.88197E-09
4440	2.91987E-09
4445	2.9177E-09
4450	2.87964E-09
4455	2.83463E-09
4460	2.82676E-09
4465	2.89051E-09
4470	2.99981E-09
4475	3.09976E-09
4480	3.15648E-09
4485	3.16544E-09
4490	3.17057E-09
4495	3.22647E-09
4500	3.3281E-09
4505	3.42568E-09
4510	3.46358E-09
4515	3.40502E-09
4520	3.27438E-09
4525	3.14093E-09
4530	3.06595E-09
4535	3.07483E-09
4540	3.14494E-09
4545	3.2258E-09
4550	3.27272E-09
4555	3.27466E-09
4560	3.25673E-09
4565	3.24779E-09
4570	3.25801E-09
4575	3.27728E-09
4580	3.2885E-09
4585	3.28269E-09
4590	3.26418E-09
4595	3.24936E-09
4600	3.26346E-09
4605	3.32382E-09
4610	3.41342E-09
4615	3.49969E-09
4620	3.5627E-09
4625	3.58126E-09
4630	3.5316E-09
4635	3.42216E-09
4640	3.31471E-09
4645	3.26683E-09
4650	3.26719E-09
4655	3.27345E-09
4660	3.26911E-09
4665	3.2588E-09
4670	3.25883E-09
4675	3.2857E-09
4680	3.32223E-09
4685	3.33365E-09
4690	3.31265E-09
4695	3.27382E-09
4700	3.24271E-09
4705	3.24795E-09
4710	3.29221E-09
4715	3.35145E-09
4720	3.39522E-09
4725	3.40748E-09
4730	3.40796E-09
4735	3.42767E-09
4740	3.4698E-09
4745	3.51465E-09
4750	3.53438E-09
4755	3.51367E-09
4760	3.47942E-09
4765	3.47137E-09
4770	3.4934E-09
4775	3.53142E-09
4780	3.5761E-09
4785	3.61429E-09
4790	3.63425E-09
4795	3.63647E-09
4800	3.63335E-09
4805	3.63858E-09
4810	3.65397E-09
4815	3.67096E-09
4820	3.67917E-09
4825	3.67176E-09
4830	3.65035E-09
4835	3.62147E-09
4840	3.58446E-09
4845	3.53137E-09
4850	3.45903E-09
4855	3.37139E-09
4860	3.28926E-09
4865	3.24423E-09
4870	3.25082E-09
4875	3.30492E-09
4880	3.38548E-09
4885	3.46171E-09
4890	3.51648E-09
4895	3.54728E-09
4900	3.54612E-09
4905	3.51157E-09
4910	3.47185E-09
4915	3.44997E-09
4920	3.44047E-09
4925	3.44061E-09
4930	3.46238E-09
4935	3.51304E-09
4940	3.57735E-09
4945	3.63107E-09
4950	3.66007E-09
4955	3.66029E-09
4960	3.64174E-09
4965	3.61612E-09
4970	3.57904E-09
4975	3.52866E-09
4980	3.48189E-09
4985	3.45262E-09
4990	3.43567E-09
4995	3.41704E-09
5000	3.38607E-09
5005	3.34605E-09
5010	3.31811E-09
5015	3.32165E-09
5020	3.35403E-09
5025	3.39496E-09
5030	3.42152E-09
5035	3.42594E-09
5040	3.42082E-09
5045	3.42704E-09
5050	3.45915E-09
5055	3.50649E-09
5060	3.53137E-09
5065	3.50799E-09
5070	3.45768E-09
5075	3.42118E-09
5080	3.41587E-09
5085	3.43581E-09
5090	3.46372E-09
5095	3.48023E-09
5100	3.48116E-09
5105	3.47651E-09
5110	3.4679E-09
5115	3.4501E-09
5120	3.42179E-09
5125	3.38183E-09
5130	3.33948E-09
5135	3.31139E-09
5140	3.30245E-09
5145	3.30509E-09
5150	3.29399E-09
5155	3.24334E-09
5160	3.16457E-09
5165	3.0878E-09
5170	3.03924E-09
5175	3.04051E-09
5180	3.08888E-09
5185	3.16245E-09
5190	3.23614E-09
5195	3.28871E-09
5200	3.31438E-09
5205	3.32329E-09
5210	3.33295E-09
5215	3.35372E-09
5220	3.38207E-09
5225	3.41021E-09
5230	3.4391E-09
5235	3.47495E-09
5240	3.50684E-09
5245	3.51338E-09
5250	3.47939E-09
5255	3.40016E-09
5260	3.30502E-09
5265	3.24477E-09
5270	3.25942E-09
5275	3.35812E-09
5280	3.48819E-09
5285	3.58248E-09
5290	3.62518E-09
5295	3.63645E-09
5300	3.64936E-09
5305	3.68444E-09
5310	3.71681E-09
5315	3.70375E-09
5320	3.63788E-09
5325	3.54781E-09
5330	3.48194E-09
5335	3.48357E-09
5340	3.55112E-09
5345	3.64308E-09
5350	3.71232E-09
5355	3.73238E-09
5360	3.70768E-09
5365	3.66839E-09
5370	3.65423E-09
