#1                   ******************************************************************************************
#                    *                                                                                        *
#                    *      BESANCON MODEL OF STELLAR POPULATION SYNTHESIS 2003-12
#                    *             
#                    * 
#                    ******************************************************************************************
#
#
#  (l =   200.0; b =   90.0)  Distance  0.0 a  50.0 kpc;  Solid angle      1.000  square degree
#  Adaptive step in distance  (20,30,50)
#  SELECTIONS :
#      Absolute magnitude:    -7.00 - 20.00
#      Apparent magnitudes Band   u  :-99.00- 99.00
#                          Band   g  :-99.00- 99.00
#                          Band   r  :-99.00- 99.00
#                          Band   i  : 15.00- 23.00
#                          Band   z  :-99.00- 99.00
#
#      Selection in age: from .00E9Gyr to Bulge
#      Spectral types: O0.0 - D5.0  Luminosity class    : 1 - 7  logTeff: 3.00 -  6.00  Log g:        -3.00-        8.00
#      Colour :  u-g      -99.00 -  99.00 Step    10.00
#                g-r      -99.00 -  99.00 Step    10.00
#                r-i      -99.00 -  99.00 Step    10.00
#                i-z      -99.00 -  99.00 Step    10.00
#
#      No kinematics                           
#   Computation mode :
#      Poisson drawings (ran1) for N <=  6
#      Photometric error laws:   i : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                u : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                g : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                r : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                z : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#      System: CFHT-Megacam : u* g r i z   0.323  0.257  0.300  0.412  0.718
#      Creation of a catalogue of simulated stars
#  
#   Evolution model parameters 
#     Nb of tracks : 881 (with masses)                                               
#     Low masses from Vandenberg                                                     
#     Masses >1Msun Schaller et al.                                                  
#     Type of disc luminosity function: Hipparcos                                    
#     Integration time (Gyr):  10.000                                                
#          SFR : SFR consta    , nu : 0.400                                          
#          IMF : IMF 0.6 (<1Msun), 2.0 (>1Msun)                                      
#     Bolometric corrections : Flower                                                
#     Grid :   mag(sup, inf)=(-11.000 , 17.00 ) 10.000                               
#          LogTeff(sup, inf)=(  3.400 ,  5.50 )100.000                               
#       WD disc Wood 10Gyr Bergeron colors                                           
#     Pop   2  bv923m3.lf   hb3m3.lf     Age= 11.0Gyr  x=-0.5  WD IMF Salpeter 12Gyr 
#     Pop   3  bv923m4.lf   hb3m4.lf     Age= 14.0Gyr  x=-0.5  WD IMF2 14Gyr halo DA 
#     #  Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr                        
#  
#        Simulation of the stellar content of the Galaxy                       
#  
#  DENSITY LAWS (distances in pc, densities in M0/PC3)
#      Disc density law: Einasto; bulge Dwek G2; with warp and flare 
#      Distance Sun - Galactic Center : 8500.00  Disc outer truncation :14000.00
#      Sun position z_0  :15.00 Warp: starting position   8400.00 pc, angle  1.57080 radians, slope  0.18000 Flare: slope    0.5450E-06 starting position   9500.00 pc
#      Disc scale length: Young disc: 5000.0 3000.0; Old disc: 2530.0 1320.0
#      Disc excentricities : 0.0140 0.0268 0.0375 0.0551 0.0696 0.0785 0.0791
#      Thick disc: Modified exponential    800.00 2500.00  400.00 density correction   1.000 White dwarfs: 0.50609E-03/pc3
#      Spheroid: excentricity: 0.7600 exponent:  2.440 density correction   1.000 Halo white dwarfs: 0.28286E-03/pc3
#      Interstellar matter: Einasto law: excentricity and scale lengths in pc 0.0140  7222.0  5777.0
#      Disc mass density as a fct of age in M/pc3 :.003999  .007902  .006224  .004020  .005814  .004928  .006590
#      Stellar densities in */pc3 for Mv<8 (disc, Th.Disc, Spheroid) :.154E-01  .103E-02  .794E-05  . White dwarfs:.660E-02  .506E-03  .283E-03
#      Interstellar matter ( M/pc3) :.0210
#  
#      bulge Dwek G2;    1.590/ 0.424/ 0.42(kpc)  alpha (deg) 78.90 gamma  91.27 beta   3.50 Normalisation    0.2544E+11 x   1.0000 Cutoff   2.54kpc
#
#  METALLICITIES     .15E9  1. E9  2. E9  3. E9  5. E9  7. E9  10.E9  Th.D.  Spher  Bulge
#      [FE/H]         0.01   0.03   0.03   0.01  -0.07  -0.14  -0.37  -0.78  -1.78   0.00
#      Dispersion     0.12   0.12   0.10   0.11   0.18   0.17   0.20   0.30   0.50   0.40
#      Gradient -    -0.07  -0.07  -0.07  -0.07  -0.07  -0.07  -0.07   0.00   0.00   0.00
#      Gradient |     0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
#  Absorption at s.n. : 0.70 mag./kpc   0 clouds
#  Dist    Mv  CL Typ  LTef  logg Age Mass  u-g    g-r    r-i    i-z    i   [Fe/H] l           b         Av   Mbol
  0.876 11.10  5 7.30 3.540  4.89  6 0.38  2.352  1.195  1.013  0.466 19.422 -0.30 200.00000  90.00000  0.061  9.507
  0.876 10.90  5 7.30 3.544  4.90  5 0.41  2.238  1.172  1.023  0.460 19.319 -0.11 200.00000  90.00000  0.061  9.339
  0.876 10.60  5 7.30 3.550  4.87  5 0.43  2.183  1.176  1.024  0.457 18.977 -0.01 200.00000  90.00000  0.061  9.039
  0.876 10.40  5 7.30 3.555  4.84  6 0.46  2.316  1.215  0.916  0.425 18.934 -0.29 200.00000  90.00000  0.061  8.839
  0.876 10.30  5 7.20 3.557  4.82  5 0.47  2.274  1.211  0.930  0.426 18.798 -0.21 200.00000  90.00000  0.061  8.739
  0.876 10.30  5 7.20 3.557  4.82  7 0.47  2.271  1.210  0.933  0.427 18.813 -0.20 200.00000  90.00000  0.061  8.739
  0.876  9.90  5 7.20 3.565  4.78  7 0.50  2.388  1.262  0.767  0.370 18.344 -0.51 200.00000  90.00000  0.061  8.371
  0.876  9.70  5 7.15 3.570  4.79  7 0.53  2.262  1.230  0.840  0.375 18.276 -0.17 200.00000  90.00000  0.061  8.203
  0.876  9.60  5 7.15 3.572  4.77  6 0.53  2.259  1.232  0.825  0.364 18.080 -0.15 200.00000  90.00000  0.061  8.103
  0.876  9.10  5 7.10 3.585  4.72  5 0.57  2.231  1.196  0.780  0.357 17.596 -0.13 200.00000  90.00000  0.061  7.634
  0.876  8.80  5 7.00 3.593  4.72  4 0.60  2.219  1.148  0.739  0.342 17.275 -0.06 200.00000  90.00000  0.061  7.398
  0.876  8.50  5 7.00 3.601  4.68  6 0.63  2.213  1.086  0.638  0.291 17.150 -0.11 200.00000  90.00000  0.061  7.098
  0.876  8.30  5 6.90 3.607  4.68  7 0.65  2.108  1.093  0.552  0.218 17.094 -0.46 200.00000  90.00000  0.061  6.930
  0.876  7.30  5 6.50 3.641  4.63  4 0.72  2.109  0.896  0.316  0.198 16.393 -0.11 200.00000  90.00000  0.061  6.065
  0.876  6.90  5 6.50 3.656  4.57  7 0.74  1.946  0.809  0.275  0.167 16.039 -0.31 200.00000  90.00000  0.061  5.730
  0.876  6.90  5 6.50 3.656  4.59  5 0.76  2.187  0.864  0.279  0.181 16.140  0.13 200.00000  90.00000  0.061  5.730
  0.876  6.40  5 6.30 3.678  4.55  5 0.78  1.721  0.700  0.244  0.127 15.568 -0.44 200.00000  90.00000  0.061  5.360
  0.876  6.50  5 6.30 3.673  4.57  6 0.79  1.976  0.736  0.232  0.142 15.811 -0.08 200.00000  90.00000  0.061  5.460
  0.876 12.40  6 9.00 3.967  8.00  7 0.60  0.353 -0.047 -0.104 -0.078 22.326 -0.34 200.00000  90.00000  0.061  0.000
  0.876 14.00  5 7.61 3.499  5.27  8 0.11  3.162  1.329  1.344  0.551 22.180 -0.77 200.00000  90.00000  0.061 11.760
  0.876 13.20  5 7.48 3.518  5.22  8 0.13  2.744  1.280  1.162  0.515 21.348 -0.64 200.00000  90.00000  0.061 11.294
  0.876 11.40  5 7.21 3.558  5.06  8 0.23  2.369  1.237  0.822  0.391 19.894 -0.49 200.00000  90.00000  0.061  9.940
  0.876 10.80  5 7.14 3.569  5.01  8 0.28  2.329  1.257  0.711  0.339 19.312 -0.55 200.00000  90.00000  0.061  9.490
  0.876 10.60  5 7.11 3.573  4.99  8 0.30  2.264  1.234  0.777  0.345 19.056 -0.24 200.00000  90.00000  0.061  9.335
  0.876 10.40  5 7.09 3.576  4.98  8 0.32  2.246  1.314  0.582  0.294 19.135 -0.93 200.00000  90.00000  0.061  9.179
  0.876 10.00  5 7.04 3.583  4.95  8 0.37  2.192  1.262  0.603  0.308 18.574 -0.86 200.00000  90.00000  0.061  8.867
  0.876  9.60  5 6.98 3.592  4.91  8 0.42  2.063  1.210  0.558  0.294 18.366 -1.16 200.00000  90.00000  0.061  8.559
  0.876  8.40  5 6.75 3.623  4.78  8 0.54  1.886  0.984  0.432  0.194 17.356 -0.85 200.00000  90.00000  0.061  7.657
  0.876  6.60  5 6.12 3.705  4.67  8 0.68  1.247  0.576  0.228  0.092 15.935 -0.84 200.00000  90.00000  0.061  6.310
  0.876  6.20  5 5.75 3.726  4.65  8 0.71  0.953  0.479  0.203  0.084 15.661 -1.16 200.00000  90.00000  0.061  5.982
  0.876  9.60  5 6.82 3.614  5.00  9 0.32  1.736  0.999  0.501  0.196 18.477 -2.35 200.00000  90.00000  0.061  8.862
  0.926 15.00  5 7.90 3.469  5.10  6 0.13  3.080  1.319  1.720  0.700 22.984 -0.25 200.00000  90.00000  0.061 13.153
  0.926 14.70  5 7.90 3.475  5.10  5 0.14  2.914  1.288  1.659  0.687 22.624 -0.18 200.00000  90.00000  0.061 12.885
  0.926 14.60  5 7.90 3.477  5.08  5 0.14  2.709  1.276  1.641  0.705 22.555  0.02 200.00000  90.00000  0.061 12.785
  0.926 14.50  5 7.90 3.479  5.08  6 0.14  2.683  1.271  1.616  0.699 22.461  0.04 200.00000  90.00000  0.061 12.716
  0.926 14.40  5 7.90 3.481  5.10  5 0.15  2.657  1.276  1.555  0.705 22.542  0.16 200.00000  90.00000  0.061 12.616
  0.926 14.20  5 7.65 3.484  5.04  6 0.15  2.786  1.255  1.559  0.658 22.341 -0.18 200.00000  90.00000  0.061 12.416
  0.926 14.10  5 7.65 3.486  5.03  6 0.15  2.583  1.245  1.544  0.679 22.112  0.04 200.00000  90.00000  0.061 12.316
  0.926 14.10  5 7.65 3.486  5.06  4 0.16  2.582  1.245  1.544  0.677 22.251  0.04 200.00000  90.00000  0.061 12.316
  0.926 13.90  5 7.65 3.490  5.06  5 0.17  2.769  1.241  1.500  0.633 22.000 -0.25 200.00000  90.00000  0.061 12.148
  0.926 13.50  5 7.60 3.497  5.05  6 0.18  2.590  1.213  1.443  0.626 21.690 -0.16 200.00000  90.00000  0.061 11.780
  0.926 13.20  5 7.50 3.502  5.06  6 0.20  2.370  1.185  1.411  0.642 21.411  0.07 200.00000  90.00000  0.061 11.512
  0.926 12.90  5 7.50 3.508  5.00  6 0.21  2.321  1.168  1.388  0.624 21.195 -0.01 200.00000  90.00000  0.061 11.212
  0.926 12.90  5 7.50 3.508  5.02  6 0.22  2.727  1.214  1.298  0.568 21.244 -0.45 200.00000  90.00000  0.061 11.212
  0.926 12.70  5 7.50 3.511  5.01  6 0.23  2.465  1.188  1.319  0.589 21.030 -0.21 200.00000  90.00000  0.061 11.044
  0.926 12.70  5 7.50 3.511  5.01  7 0.23  2.648  1.211  1.272  0.563 20.907 -0.42 200.00000  90.00000  0.061 11.044
  0.926 12.60  5 7.50 3.513  5.00  7 0.23  2.501  1.195  1.290  0.577 20.962 -0.28 200.00000  90.00000  0.061 10.944
  0.926 12.60  5 7.50 3.513  5.01  6 0.24  2.577  1.205  1.269  0.565 20.807 -0.36 200.00000  90.00000  0.061 10.944
  0.926 12.30  5 7.40 3.518  5.00  7 0.26  2.318  1.176  1.286  0.582 20.496 -0.14 200.00000  90.00000  0.061 10.675
  0.926 12.10  5 7.40 3.522  4.96  5 0.27  2.097  1.174  1.313  0.657 20.315  0.25 200.00000  90.00000  0.061 10.475
  0.926 12.00  5 7.40 3.524  4.97  7 0.29  2.615  1.246  1.118  0.514 20.350 -0.56 200.00000  90.00000  0.061 10.375
  0.926 11.90  5 7.40 3.525  4.94  7 0.29  2.684  1.296  1.084  0.503 20.274 -0.67 200.00000  90.00000  0.061 10.275
  0.926 11.70  5 7.40 3.529  4.95  6 0.32  2.125  1.158  1.243  0.572 19.968  0.03 200.00000  90.00000  0.061 10.075
  0.926 11.40  5 7.30 3.535  4.92  7 0.34  2.401  1.203  1.060  0.490 19.908 -0.36 200.00000  90.00000  0.061  9.807
  0.926 11.40  5 7.30 3.535  4.93  6 0.35  2.190  1.167  1.154  0.524 19.711 -0.06 200.00000  90.00000  0.061  9.807
  0.926 11.30  5 7.30 3.537  4.92  6 0.36  2.342  1.193  1.064  0.489 19.843 -0.28 200.00000  90.00000  0.061  9.707
  0.926 11.20  5 7.30 3.539  4.90  7 0.37  2.249  1.176  1.085  0.493 19.747 -0.14 200.00000  90.00000  0.061  9.607
  0.926 11.00  5 7.30 3.542  4.89  7 0.39  2.507  1.246  0.918  0.432 19.498 -0.57 200.00000  90.00000  0.061  9.407
  0.926 11.00  5 7.30 3.542  4.90  5 0.40  2.257  1.176  1.035  0.468 19.486 -0.15 200.00000  90.00000  0.061  9.407
  0.926 10.90  5 7.30 3.544  4.86  7 0.40  2.520  1.262  0.888  0.419 19.391 -0.62 200.00000  90.00000  0.061  9.307
  0.926 10.80  5 7.30 3.546  4.89  7 0.42  2.373  1.205  0.941  0.436 19.383 -0.37 200.00000  90.00000  0.061  9.239
  0.926 10.70  5 7.30 3.548  4.87  7 0.43  2.401  1.217  0.911  0.427 19.172 -0.43 200.00000  90.00000  0.061  9.139
  0.926 10.60  5 7.30 3.550  4.88  5 0.44  2.069  1.164  1.118  0.552 19.019  0.23 200.00000  90.00000  0.061  9.039
  0.926 10.40  5 7.30 3.555  4.84  6 0.46  2.151  1.180  1.033  0.474 18.826  0.06 200.00000  90.00000  0.061  8.839
  0.926 10.20  5 7.20 3.559  4.85  7 0.48  2.393  1.245  0.823  0.395 18.801 -0.50 200.00000  90.00000  0.061  8.671
  0.926  9.80  5 7.15 3.568  4.81  6 0.52  2.167  1.205  0.957  0.433 18.278  0.06 200.00000  90.00000  0.061  8.303
  0.926  9.80  5 7.15 3.568  4.81  7 0.52  2.292  1.237  0.827  0.379 18.396 -0.27 200.00000  90.00000  0.061  8.303
  0.926  9.70  5 7.15 3.570  4.78  7 0.52  2.313  1.242  0.789  0.363 18.324 -0.32 200.00000  90.00000  0.061  8.203
  0.926  9.00  5 7.00 3.587  4.75  6 0.59  2.229  1.201  0.744  0.343 17.734 -0.23 200.00000  90.00000  0.061  7.566
  0.926  8.50  5 7.00 3.601  4.68  6 0.62  2.196  1.096  0.630  0.282 17.400 -0.19 200.00000  90.00000  0.061  7.098
  0.926  6.80  5 6.40 3.660  4.61  6 0.77  2.199  0.857  0.275  0.177 16.024  0.19 200.00000  90.00000  0.061  5.695
  0.926  6.50  5 6.30 3.673  4.57  5 0.79  1.854  0.728  0.243  0.137 15.792 -0.28 200.00000  90.00000  0.061  5.460
  0.926  6.10  5 6.20 3.692  4.55  4 0.82  1.929  0.673  0.211  0.120 15.616  0.08 200.00000  90.00000  0.061  5.190
  0.926  6.10  5 6.20 3.692  4.56  6 0.84  1.827  0.655  0.213  0.118 15.532 -0.10 200.00000  90.00000  0.061  5.190
  0.926 11.60  5 7.24 3.554  5.08  8 0.21  2.219  1.192  0.972  0.436 20.215 -0.10 200.00000  90.00000  0.061 10.082
  0.926 10.60  5 7.11 3.573  4.99  8 0.30  2.267  1.342  0.576  0.292 19.298 -0.99 200.00000  90.00000  0.061  9.335
  0.926 10.40  5 7.09 3.576  4.98  8 0.32  2.285  1.261  0.645  0.308 19.187 -0.62 200.00000  90.00000  0.061  9.179
  0.926 10.00  5 7.04 3.583  4.95  8 0.37  2.169  1.278  0.573  0.304 18.752 -1.02 200.00000  90.00000  0.061  8.867
  0.926  9.80  5 7.01 3.588  4.93  8 0.40  2.208  1.207  0.678  0.312 18.544 -0.47 200.00000  90.00000  0.061  8.713
  0.926  9.40  5 6.95 3.596  4.89  8 0.44  2.169  1.150  0.664  0.295 18.136 -0.34 200.00000  90.00000  0.061  8.405
  0.926  8.20  5 6.70 3.631  4.77  8 0.56  1.623  0.913  0.406  0.175 17.259 -1.33 200.00000  90.00000  0.061  7.513
  0.926  7.80  5 6.58 3.647  4.74  8 0.59  1.817  0.848  0.321  0.168 17.060 -0.63 200.00000  90.00000  0.061  7.224
  0.926  7.20  5 6.37 3.674  4.71  8 0.63  1.451  0.706  0.267  0.113 16.574 -0.94 200.00000  90.00000  0.061  6.779
  0.926  5.80  5 5.42 3.746  4.61  8 0.75  1.076  0.443  0.161  0.066 15.298 -0.30 200.00000  90.00000  0.061  5.637
  0.976 14.70  5 7.90 3.475  5.10  5 0.14  2.942  1.289  1.658  0.684 22.789 -0.21 200.00000  90.00000  0.061 12.885
  0.976 14.50  5 7.90 3.479  5.05  5 0.14  2.685  1.273  1.609  0.702 22.699  0.05 200.00000  90.00000  0.061 12.685
  0.976 14.40  5 7.90 3.481  5.10  6 0.15  2.818  1.266  1.600  0.668 22.581 -0.17 200.00000  90.00000  0.061 12.616
  0.976 14.30  5 7.90 3.482  5.08  6 0.15  2.631  1.255  1.587  0.684 22.548  0.01 200.00000  90.00000  0.061 12.516
  0.976 14.00  5 7.65 3.488  5.08  6 0.16  2.561  1.234  1.539  0.665 22.151  0.00 200.00000  90.00000  0.061 12.248
  0.976 13.90  5 7.65 3.490  5.06  6 0.17  2.719  1.238  1.505  0.639 22.109 -0.19 200.00000  90.00000  0.061 12.148
  0.976 13.70  5 7.65 3.493  5.00  6 0.17  2.500  1.215  1.493  0.655 21.869 -0.01 200.00000  90.00000  0.061 11.948
  0.976 13.70  5 7.65 3.493  5.00  7 0.17  3.151  1.297  1.414  0.587 21.911 -0.66 200.00000  90.00000  0.061 11.948
  0.976 13.60  5 7.60 3.495  5.07  5 0.18  2.447  1.228  1.423  0.680 21.929  0.24 200.00000  90.00000  0.061 11.880
  0.976 13.40  5 7.60 3.499  5.04  5 0.19  2.401  1.212  1.407  0.672 21.767  0.21 200.00000  90.00000  0.061 11.680
  0.976 13.40  5 7.60 3.499  5.04  7 0.19  2.687  1.217  1.410  0.608 21.639 -0.29 200.00000  90.00000  0.061 11.680
  0.976 13.00  5 7.50 3.506  5.01  6 0.20  2.497  1.186  1.367  0.607 21.446 -0.18 200.00000  90.00000  0.061 11.312
  0.976 13.00  5 7.50 3.506  5.03  6 0.21  2.698  1.208  1.326  0.580 21.399 -0.40 200.00000  90.00000  0.061 11.312
  0.976 13.00  5 7.50 3.506  5.03  7 0.21  2.407  1.176  1.385  0.617 21.316 -0.08 200.00000  90.00000  0.061 11.312
  0.976 12.90  5 7.50 3.508  5.02  7 0.22  2.862  1.252  1.275  0.557 21.234 -0.59 200.00000  90.00000  0.061 11.212
  0.976 12.60  5 7.50 3.513  5.01  6 0.24  2.280  1.166  1.350  0.608 20.917 -0.03 200.00000  90.00000  0.061 10.944
  0.976 12.30  5 7.40 3.518  5.00  7 0.26  2.328  1.177  1.282  0.580 20.663 -0.15 200.00000  90.00000  0.061 10.675
  0.976 12.20  5 7.40 3.520  4.99  6 0.27  2.308  1.177  1.270  0.576 20.615 -0.15 200.00000  90.00000  0.061 10.575
  0.976 12.10  5 7.40 3.522  4.96  6 0.27  2.605  1.229  1.142  0.522 20.574 -0.52 200.00000  90.00000  0.061 10.475
  0.976 12.00  5 7.40 3.524  4.95  5 0.28  2.099  1.167  1.304  0.633 20.442  0.16 200.00000  90.00000  0.061 10.375
  0.976 12.00  5 7.40 3.524  4.95  7 0.28  2.582  1.228  1.123  0.516 20.600 -0.51 200.00000  90.00000  0.061 10.375
  0.976 11.60  5 7.40 3.531  4.92  6 0.33  2.243  1.176  1.173  0.537 20.138 -0.13 200.00000  90.00000  0.061  9.975
  0.976 11.40  5 7.30 3.535  4.92  6 0.34  2.191  1.167  1.154  0.524 20.004 -0.06 200.00000  90.00000  0.061  9.807
  0.976 10.80  5 7.30 3.546  4.89  6 0.42  2.180  1.166  1.044  0.465 19.320 -0.01 200.00000  90.00000  0.061  9.239
  0.976 10.70  5 7.30 3.548  4.87  5 0.43  2.077  1.162  1.116  0.547 19.263  0.21 200.00000  90.00000  0.061  9.139
  0.976 10.10  5 7.20 3.561  4.83  6 0.49  2.326  1.233  0.857  0.401 18.835 -0.34 200.00000  90.00000  0.061  8.571
  0.976  9.90  5 7.20 3.565  4.79  4 0.51  2.187  1.206  0.946  0.419 18.494  0.02 200.00000  90.00000  0.061  8.371
  0.976  9.80  5 7.15 3.568  4.81  7 0.52  2.312  1.242  0.808  0.374 18.444 -0.32 200.00000  90.00000  0.061  8.303
  0.976  9.60  5 7.15 3.572  4.78  7 0.54  2.360  1.255  0.712  0.338 18.490 -0.47 200.00000  90.00000  0.061  8.103
  0.976  9.50  5 7.10 3.575  4.79  6 0.55  2.061  1.182  1.058  0.521 18.064  0.27 200.00000  90.00000  0.061  8.034
  0.976  9.40  5 7.10 3.577  4.76  6 0.55  2.116  1.190  0.990  0.475 17.974  0.20 200.00000  90.00000  0.061  7.934
  0.976  8.40  5 6.90 3.604  4.69  7 0.63  2.154  1.096  0.594  0.239 17.255 -0.33 200.00000  90.00000  0.061  7.030
  0.976  7.90  5 6.70 3.620  4.64  6 0.67  2.101  1.003  0.420  0.217 16.998 -0.32 200.00000  90.00000  0.061  6.562
  0.976  7.20  5 6.50 3.644  4.62  7 0.73  2.215  0.915  0.315  0.205 16.457  0.12 200.00000  90.00000  0.061  5.965
  0.976  7.00  5 6.50 3.652  4.62  7 0.76  2.017  0.837  0.281  0.175 16.309 -0.22 200.00000  90.00000  0.061  5.830
  0.976  6.50  5 6.30 3.673  4.58  5 0.81  2.000  0.738  0.230  0.142 15.902 -0.04 200.00000  90.00000  0.061  5.460
  0.976  5.80  5 6.00 3.707  4.55  6 0.88  1.663  0.597  0.203  0.102 15.372 -0.14 200.00000  90.00000  0.061  5.020
  0.976  5.70  5 6.00 3.712  4.55  6 0.92  1.636  0.580  0.197  0.097 15.201 -0.09 200.00000  90.00000  0.061  4.920
  0.976 13.80  5 7.58 3.503  5.26  8 0.12  2.628  1.206  1.365  0.584 22.139 -0.29 200.00000  90.00000  0.061 11.651
  0.976 12.80  5 7.42 3.527  5.19  8 0.14  2.647  1.291  1.067  0.488 21.421 -0.67 200.00000  90.00000  0.061 11.042
  0.976 11.20  5 7.19 3.562  5.04  8 0.24  2.383  1.299  0.750  0.364 19.983 -0.68 200.00000  90.00000  0.061  9.792
  0.976 11.00  5 7.16 3.566  5.03  8 0.26  2.368  1.374  0.656  0.331 19.711 -0.96 200.00000  90.00000  0.061  9.642
  0.976 10.80  5 7.14 3.569  5.01  8 0.28  2.324  1.363  0.620  0.315 19.605 -0.99 200.00000  90.00000  0.061  9.490
  0.976  9.60  5 6.98 3.592  4.91  8 0.42  2.163  1.192  0.642  0.297 18.504 -0.58 200.00000  90.00000  0.061  8.559
  0.976  9.40  5 6.95 3.596  4.89  8 0.44  2.093  1.174  0.586  0.286 18.235 -0.77 200.00000  90.00000  0.061  8.405
  0.976  9.20  5 6.91 3.601  4.87  8 0.47  1.955  1.130  0.516  0.263 18.092 -1.28 200.00000  90.00000  0.061  8.252
  0.976  9.00  5 6.88 3.606  4.85  8 0.49  1.986  1.105  0.538  0.219 17.950 -0.88 200.00000  90.00000  0.061  8.101
  0.976  8.80  5 6.84 3.611  4.82  8 0.50  2.025  1.072  0.501  0.208 17.787 -0.63 200.00000  90.00000  0.061  7.951
  0.976  6.00  5 5.58 3.737  4.63  8 0.73  0.980  0.449  0.184  0.077 15.719 -0.84 200.00000  90.00000  0.061  5.812
  0.976  9.60  5 6.82 3.614  5.00  9 0.32  1.796  1.031  0.497  0.199 18.565 -1.49 200.00000  90.00000  0.061  8.862
  1.026 14.50  5 7.90 3.479  5.05  5 0.14  2.825  1.271  1.619  0.681 22.844 -0.15 200.00000  90.00000  0.061 12.685
  1.026 14.50  5 7.90 3.479  5.08  7 0.14  2.935  1.274  1.614  0.666 22.798 -0.26 200.00000  90.00000  0.061 12.716
  1.026 14.40  5 7.90 3.481  5.10  4 0.15  2.716  1.262  1.606  0.681 22.743 -0.06 200.00000  90.00000  0.061 12.616
  1.026 14.20  5 7.65 3.484  5.04  7 0.15  2.983  1.263  1.543  0.634 22.517 -0.39 200.00000  90.00000  0.061 12.416
  1.026 14.10  5 7.65 3.486  5.06  5 0.16  2.581  1.256  1.509  0.690 22.424  0.15 200.00000  90.00000  0.061 12.316
  1.026 14.00  5 7.65 3.488  5.08  6 0.16  2.664  1.240  1.530  0.653 22.386 -0.11 200.00000  90.00000  0.061 12.248
  1.026 13.40  5 7.60 3.499  5.02  5 0.18  2.529  1.203  1.435  0.629 21.822 -0.12 200.00000  90.00000  0.061 11.680
  1.026 13.20  5 7.50 3.502  5.06  6 0.20  2.362  1.190  1.400  0.652 21.571  0.13 200.00000  90.00000  0.061 11.512
  1.026 13.10  5 7.50 3.504  5.02  6 0.20  2.408  1.178  1.402  0.624 21.584 -0.06 200.00000  90.00000  0.061 11.412
  1.026 13.00  5 7.50 3.506  5.01  7 0.20  2.329  1.172  1.394  0.635 21.422  0.04 200.00000  90.00000  0.061 11.312
  1.026 12.60  5 7.50 3.513  5.01  6 0.24  2.375  1.179  1.324  0.594 21.120 -0.14 200.00000  90.00000  0.061 10.944
  1.026 12.40  5 7.50 3.516  4.98  5 0.25  2.184  1.171  1.332  0.638 20.929  0.15 200.00000  90.00000  0.061 10.744
  1.026 12.40  5 7.50 3.516  4.98  6 0.25  2.349  1.179  1.295  0.585 20.800 -0.15 200.00000  90.00000  0.061 10.744
  1.026 12.20  5 7.40 3.520  4.99  7 0.27  2.252  1.168  1.290  0.585 20.708 -0.09 200.00000  90.00000  0.061 10.575
  1.026 11.80  5 7.40 3.527  4.96  7 0.31  2.209  1.169  1.228  0.561 20.374 -0.10 200.00000  90.00000  0.061 10.175
  1.026 11.50  5 7.30 3.533  4.94  6 0.34  2.071  1.165  1.231  0.608 20.010  0.21 200.00000  90.00000  0.061  9.907
  1.026 11.50  5 7.30 3.533  4.94  7 0.34  2.297  1.185  1.128  0.517 20.071 -0.21 200.00000  90.00000  0.061  9.907
  1.026 11.40  5 7.30 3.535  4.92  4 0.34  2.179  1.165  1.159  0.526 20.058 -0.04 200.00000  90.00000  0.061  9.807
  1.026 10.90  5 7.30 3.544  4.87  6 0.41  2.135  1.159  1.083  0.501 19.498  0.09 200.00000  90.00000  0.061  9.307
  1.026 10.80  5 7.30 3.546  4.86  7 0.41  2.431  1.216  0.911  0.428 19.671 -0.47 200.00000  90.00000  0.061  9.207
  1.026  9.70  5 7.15 3.570  4.78  7 0.52  2.400  1.287  0.701  0.338 18.521 -0.60 200.00000  90.00000  0.061  8.203
  1.026  9.30  5 7.10 3.580  4.74  6 0.56  2.251  1.217  0.788  0.356 18.220 -0.18 200.00000  90.00000  0.061  7.834
  1.026  8.90  5 7.00 3.590  4.72  6 0.60  2.223  1.189  0.708  0.327 17.736 -0.32 200.00000  90.00000  0.061  7.466
  1.026  8.70  5 7.00 3.595  4.70  6 0.61  2.226  1.124  0.742  0.349 17.630  0.06 200.00000  90.00000  0.061  7.298
  1.026  6.70  5 6.40 3.664  4.59  5 0.78  2.028  0.783  0.249  0.157 16.260 -0.08 200.00000  90.00000  0.061  5.595
  1.026  6.30  5 6.30 3.682  4.55  6 0.81  1.913  0.694  0.220  0.129 15.973 -0.08 200.00000  90.00000  0.061  5.325
  1.026  5.30  5 5.80 3.734  4.45  6 0.91  1.423  0.515  0.173  0.073 15.140  0.07 200.00000  90.00000  0.061  4.551
  1.026  5.60  5 5.80 3.717  4.56  7 0.94  1.179  0.530  0.212  0.088 15.353 -0.77 200.00000  90.00000  0.061  4.851
