1.0E+00         5.0E-16         6.0E+01
1.0E-01         5.0E-16         4.5E+00
1.4E-01         5.0E-16         5.0E-01
3.4E-02         5.0E-16         3.0E-02
1.2E-02         5.0E-16         2.0E-03
1.0E-01         5.0E-16         4.0E-04
8.0E+00         1.0E+00         3.5E-07
