5.00E+00     2.20E-13     8.20E-07
2.20E-01     2.20E-13     3.00E-04
2.00E-01     4.72E-15     2.00E-03
1.00E-01     1.37E-16     2.50E-02
4.30E-02     2.78E-17     1.24E-01
3.90E-01     1.93E-17     1.67E+01
1.00E+00     6.39E-18     4.96E+02
